task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
299	2a/bf5041	3581968	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836362)	COMPLETED	0	2023-09-17 22:38:37.329	35.1s	25s	105.9%	748.4 MB	3.8 GB	42.4 MB	4.1 MB
297	a0/1b8456	3582589	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836417)	COMPLETED	0	2023-09-17 22:38:42.245	31.6s	23s	105.4%	725.9 MB	3.8 GB	41 MB	2.8 MB
264	5e/d5b1db	3584281	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836466)	COMPLETED	0	2023-09-17 22:39:12.477	37.9s	27s	104.6%	784.8 MB	3.8 GB	45 MB	5.4 MB
301	e8/412b68	3584347	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836430)	COMPLETED	0	2023-09-17 22:39:13.895	38.9s	28s	106.7%	789.2 MB	3.8 GB	45.3 MB	5.5 MB
304	26/2e47ba	3586739	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836421)	COMPLETED	0	2023-09-17 22:39:52.768	30s	24s	105.0%	733.7 MB	3.8 GB	41.9 MB	3.3 MB
300	5a/892e68	3586683	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836481)	COMPLETED	0	2023-09-17 22:39:50.375	1m 5s	56s	102.2%	1 GB	4 GB	60.3 MB	17.8 MB
306	c9/152feb	3589093	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836386)	COMPLETED	0	2023-09-17 22:40:22.737	32.8s	25s	107.6%	751.4 MB	3.8 GB	42.8 MB	4.3 MB
303	b8/08d2b1	3590544	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836374)	COMPLETED	0	2023-09-17 22:40:55.518	34.9s	27s	106.3%	790.2 MB	3.8 GB	44.7 MB	5.6 MB
305	37/a62d14	3590548	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836429)	COMPLETED	0	2023-09-17 22:40:55.534	43.9s	36s	104.8%	900.7 MB	3.9 GB	51.6 MB	9.7 MB
307	96/17a441	3592862	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836367)	COMPLETED	0	2023-09-17 22:41:30.453	31.9s	24s	106.7%	717 MB	3.8 GB	40.6 MB	2.9 MB
308	d7/1b49e5	3593905	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836414)	COMPLETED	0	2023-09-17 22:41:39.456	24s	16s	109.6%	645.4 MB	3.8 GB	35.8 MB	4.4 KB
310	90/a23f6c	3595396	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836437)	COMPLETED	0	2023-09-17 22:42:03.470	39.2s	31s	105.9%	831.1 MB	3.9 GB	48.9 MB	7.9 MB
309	33/cae8e1	3595355	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836436)	COMPLETED	0	2023-09-17 22:42:02.409	45s	36s	104.6%	883.7 MB	3.9 GB	50.8 MB	9 MB
313	74/b8ec21	3597741	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836619)	COMPLETED	0	2023-09-17 22:42:42.710	1m 10s	1m 1s	103.4%	1 GB	4.1 GB	64.4 MB	20.7 MB
314	e3/71eb6e	3598199	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836500)	COMPLETED	0	2023-09-17 22:42:47.451	1m 11s	1m 5s	100.8%	1 GB	4.1 GB	65.9 MB	22.4 MB
311	e4/b80f1e	3604748	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836463)	COMPLETED	0	2023-09-17 22:43:58.520	34.3s	27s	105.5%	787.4 MB	3.8 GB	45 MB	5.6 MB
312	84/19fc3e	3603954	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836493)	COMPLETED	0	2023-09-17 22:43:52.667	1m 12s	1m 4s	102.9%	1 GB	4.1 GB	66 MB	21.5 MB
315	d5/30ff49	3607767	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836310)	COMPLETED	0	2023-09-17 22:44:32.825	32s	23s	107.4%	724 MB	3.8 GB	40.3 MB	3.3 MB
317	b7/99c930	3609483	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836302)	COMPLETED	0	2023-09-17 22:45:04.816	30.5s	22s	103.8%	712.6 MB	3.8 GB	40.1 MB	2.7 MB
318	bb/dc54f8	3609485	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836300)	COMPLETED	0	2023-09-17 22:45:04.829	30.5s	23s	108.5%	715 MB	3.8 GB	40.2 MB	2.9 MB
319	95/766809	3611857	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836312)	COMPLETED	0	2023-09-17 22:45:35.380	36.1s	28s	106.5%	791 MB	3.8 GB	45.1 MB	6 MB
321	90/5eff07	3611860	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836412)	COMPLETED	0	2023-09-17 22:45:35.396	36.1s	27s	103.1%	759 MB	3.8 GB	43 MB	4.5 MB
320	76/412527	3614254	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836427)	COMPLETED	0	2023-09-17 22:46:11.506	34.4s	28s	103.8%	789.2 MB	3.8 GB	45.2 MB	5.6 MB
322	88/f1e000	3614248	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836373)	COMPLETED	0	2023-09-17 22:46:11.491	39s	32s	105.4%	832.8 MB	3.8 GB	49.2 MB	8 MB
323	d7/d11ee6	3616560	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836465)	COMPLETED	0	2023-09-17 22:46:45.964	25s	19s	110.0%	645.5 MB	3.7 GB	37.6 MB	1 MB
329	ea/0cfcd2	3617364	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836393)	COMPLETED	0	2023-09-17 22:46:50.532	30.2s	25s	104.9%	736.7 MB	3.8 GB	41.8 MB	3.7 MB
327	e7/be0ab7	3618734	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836395)	COMPLETED	0	2023-09-17 22:47:10.984	36.1s	30s	104.0%	804.4 MB	3.8 GB	44.7 MB	6.8 MB
324	14/132f3c	3619746	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836451)	COMPLETED	0	2023-09-17 22:47:20.777	31.4s	23s	105.1%	736.1 MB	3.8 GB	42.1 MB	3.6 MB
326	ba/50fdb4	3621197	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836439)	COMPLETED	0	2023-09-17 22:47:47.134	35s	27s	104.7%	788.2 MB	3.8 GB	45.4 MB	5.3 MB
328	7e/f050e0	3621823	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836348)	COMPLETED	0	2023-09-17 22:47:52.149	52s	46s	103.0%	1013.1 MB	4 GB	56.9 MB	14.6 MB
325	52/23f76f	3623496	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836452)	COMPLETED	0	2023-09-17 22:48:22.113	27.8s	22s	107.9%	685.9 MB	3.8 GB	38.9 MB	1.8 MB
332	a9/2d05d9	3625582	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836488)	COMPLETED	0	2023-09-17 22:48:49.917	1m 9s	1m 3s	102.3%	1 GB	4.1 GB	64.7 MB	21.7 MB
331	a4/056f9f	3624738	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836410)	COMPLETED	0	2023-09-17 22:48:44.172	1m 28s	1m 22s	102.7%	1.1 GB	4.1 GB	83.4 MB	32.8 MB
333	08/6a643d	3627712	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836366)	COMPLETED	0	2023-09-17 22:49:58.841	32.1s	25s	105.8%	753.2 MB	3.8 GB	42.8 MB	4.4 MB
330	1b/e07a23	3628800	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836384)	COMPLETED	0	2023-09-17 22:50:11.829	45.6s	37s	104.0%	892.6 MB	3.9 GB	51.1 MB	9.8 MB
336	11/dfe7e9	3630171	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836453)	COMPLETED	0	2023-09-17 22:50:31.002	36.6s	30s	106.8%	829.5 MB	3.9 GB	49.7 MB	6.8 MB
334	9e/2a96ae	3631540	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836333)	COMPLETED	0	2023-09-17 22:50:57.417	32.6s	26s	107.2%	758.2 MB	3.8 GB	43 MB	4.8 MB
335	50/53f6c4	3632494	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836347)	COMPLETED	0	2023-09-17 22:51:07.663	37.1s	30s	106.1%	793.5 MB	3.8 GB	43.9 MB	6.4 MB
337	c6/df625d	3633962	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836435)	COMPLETED	0	2023-09-17 22:51:30.045	39s	32s	105.1%	836.6 MB	3.9 GB	49 MB	8.2 MB
341	a9/9eb9f5	3635076	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836491)	COMPLETED	0	2023-09-17 22:51:44.829	54.8s	48s	102.2%	1 GB	4 GB	55.8 MB	15.3 MB
338	31/7125c5	3636359	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836356)	COMPLETED	0	2023-09-17 22:52:09.075	35.1s	28s	104.4%	782 MB	3.8 GB	43.1 MB	5.9 MB
358	55/eb5003	3637758	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836425)	COMPLETED	0	2023-09-17 22:52:39.681	31.8s	25s	107.5%	753.6 MB	3.8 GB	43.2 MB	4.4 MB
340	e0/d35e54	3638587	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836400)	COMPLETED	0	2023-09-17 22:52:44.194	44.1s	37s	105.3%	887.7 MB	3.9 GB	48.6 MB	10.1 MB
342	67/9d19bd	3640093	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836401)	COMPLETED	0	2023-09-17 22:53:11.473	39s	33s	104.9%	813.4 MB	3.8 GB	45.6 MB	7.4 MB
339	6d/2167d9	3641359	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836440)	COMPLETED	0	2023-09-17 22:53:28.276	33.2s	26s	104.1%	774.5 MB	3.8 GB	44.5 MB	5 MB
343	e6/97237f	3642584	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836446)	COMPLETED	0	2023-09-17 22:53:50.487	36.3s	29s	105.1%	803.9 MB	3.8 GB	46.3 MB	6.1 MB
344	0e/4ccdd1	3645082	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836499)	COMPLETED	0	2023-09-17 22:54:26.855	50.2s	42s	104.5%	949 MB	4 GB	51.6 MB	12.1 MB
345	79/a9fc67	3643638	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836505)	COMPLETED	0	2023-09-17 22:54:01.504	1m 46s	1m 40s	102.4%	1.1 GB	4.2 GB	88.5 MB	39.7 MB
347	47/a3698a	3646683	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836359)	COMPLETED	0	2023-09-17 22:55:17.070	39.9s	34s	103.8%	843.3 MB	3.9 GB	47.1 MB	9 MB
350	12/35f582	3648065	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836307)	COMPLETED	0	2023-09-17 22:55:47.552	38s	30s	106.7%	805.1 MB	3.8 GB	46 MB	6.8 MB
367	62/4285ad	3649011	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836419)	COMPLETED	0	2023-09-17 22:55:56.967	33.8s	27s	104.1%	784.9 MB	3.8 GB	44.8 MB	5.4 MB
346	05/a1f54e	3651362	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836304)	COMPLETED	0	2023-09-17 22:56:30.818	33.8s	27s	106.9%	762.6 MB	3.8 GB	42.9 MB	5 MB
349	b2/506733	3650468	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836618)	COMPLETED	0	2023-09-17 22:56:25.589	1m 9s	1m 2s	102.1%	1 GB	4.1 GB	65.1 MB	21.2 MB
353	15/54e1c0	3653008	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836370)	COMPLETED	0	2023-09-17 22:57:04.652	35.9s	26s	104.5%	785 MB	3.8 GB	44.8 MB	5 MB
348	94/895eef	3654419	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836431)	COMPLETED	0	2023-09-17 22:57:34.664	38.7s	30s	106.0%	815 MB	3.8 GB	47.3 MB	6.7 MB
352	34/409ac8	3655028	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836467)	COMPLETED	0	2023-09-17 22:57:40.587	40.4s	35s	105.7%	870 MB	3.9 GB	50.2 MB	8.7 MB
351	f7/d7d9a4	3656769	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836471)	COMPLETED	0	2023-09-17 22:58:13.419	33.1s	27s	106.2%	785 MB	3.8 GB	45.3 MB	5.5 MB
355	f8/7284eb	3657696	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836357)	COMPLETED	0	2023-09-17 22:58:20.996	33.1s	26s	107.9%	749.3 MB	3.8 GB	41.4 MB	4.5 MB
354	80/eef5f7	3660250	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836376)	COMPLETED	0	2023-09-17 22:58:46.585	40.5s	33s	105.8%	861.6 MB	3.9 GB	48.8 MB	8 MB
356	8a/0b5aca	3661764	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836444)	COMPLETED	0	2023-09-17 22:58:54.135	38.9s	29s	104.2%	811.6 MB	3.8 GB	46.8 MB	6.7 MB
359	b4/e0e1ad	3664855	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836382)	COMPLETED	0	2023-09-17 22:59:27.071	25.8s	16s	111.2%	645.2 MB	3.8 GB	35.8 MB	10.4 KB
372	0c/6f5393	3665844	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836397)	COMPLETED	0	2023-09-17 22:59:33.005	36.6s	30s	103.2%	806.5 MB	3.8 GB	45 MB	7 MB
357	c1/dfa90d	3667452	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836378)	COMPLETED	0	2023-09-17 22:59:52.844	27.4s	20s	106.2%	645.5 MB	3.7 GB	37.9 MB	1.4 MB
376	cc/cdcb85	3668677	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836334)	COMPLETED	0	2023-09-17 23:00:09.578	36.2s	30s	102.8%	790.6 MB	3.8 GB	45 MB	6.3 MB
360	1d/15232b	3669724	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836385)	COMPLETED	0	2023-09-17 23:00:20.252	34.7s	29s	106.7%	804 MB	3.8 GB	46.1 MB	5.7 MB
363	6d/65e710	3672658	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836456)	COMPLETED	0	2023-09-17 23:00:45.780	29.7s	23s	106.0%	735.2 MB	3.8 GB	42.3 MB	3.8 MB
362	b7/07619b	3675032	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836470)	COMPLETED	0	2023-09-17 23:01:15.502	35.2s	27s	106.7%	795.4 MB	3.8 GB	45.9 MB	4.9 MB
361	d0/e13f4c	3673659	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836473)	COMPLETED	0	2023-09-17 23:00:54.945	58.2s	49s	103.9%	1 GB	4 GB	56.7 MB	15.8 MB
364	92/bfdecc	3676484	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836399)	COMPLETED	0	2023-09-17 23:01:50.717	35s	26s	108.1%	745.4 MB	3.8 GB	41.4 MB	4.4 MB
365	80/bec4cc	3676537	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836472)	COMPLETED	0	2023-09-17 23:01:53.168	1m 12s	1m 5s	101.4%	1 GB	4.1 GB	66.7 MB	23.1 MB
366	50/2ed92b	3678811	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836478)	COMPLETED	0	2023-09-17 23:02:25.755	1m 3s	57s	101.5%	1 GB	4.1 GB	60.5 MB	18.5 MB
378	68/5c3bba	3680255	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836486)	COMPLETED	0	2023-09-17 23:03:04.826	42.4s	36s	103.5%	862.9 MB	3.9 GB	48.3 MB	9 MB
370	38/252710	3681625	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836459)	COMPLETED	0	2023-09-17 23:03:28.781	35.4s	30s	104.7%	815.5 MB	3.8 GB	47.7 MB	6.8 MB
392	5d/fb0b1a	3682806	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836447)	COMPLETED	0	2023-09-17 23:03:47.251	31.9s	26s	106.1%	761.1 MB	3.8 GB	43.8 MB	4.6 MB
393	53/433c9f	3683954	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836413)	COMPLETED	0	2023-09-17 23:04:04.204	23.4s	17s	110.9%	645.2 MB	3.7 GB	35.8 MB	11.1 KB
374	cc/1c5a25	3685067	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836389)	COMPLETED	0	2023-09-17 23:04:19.217	27.1s	21s	107.9%	691.1 MB	3.8 GB	38.9 MB	2 MB
373	97/457db4	3686030	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836428)	COMPLETED	0	2023-09-17 23:04:27.589	39.4s	33s	103.4%	832.9 MB	3.9 GB	48.7 MB	7.9 MB
369	ff/5060be	3688554	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4843942)	COMPLETED	0	2023-09-17 23:05:06.990	24.3s	18s	110.6%	651 MB	3.8 GB	36.7 MB	623.7 KB
375	95/6477ff	3687336	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836345)	COMPLETED	0	2023-09-17 23:04:46.361	50.6s	44s	104.3%	987.2 MB	4 GB	55.4 MB	13.4 MB
368	d8/5102d6	3689929	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836457)	COMPLETED	0	2023-09-17 23:05:31.328	37.1s	28s	106.4%	794.3 MB	3.8 GB	45.7 MB	5.8 MB
371	0a/9d4efc	3690732	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836363)	COMPLETED	0	2023-09-17 23:05:37.018	33.9s	25s	104.2%	752.3 MB	3.8 GB	42.5 MB	4.3 MB
381	3d/e67e2a	3692309	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836299)	COMPLETED	0	2023-09-17 23:06:10.890	31.9s	26s	106.2%	750 MB	3.8 GB	42.4 MB	4.3 MB
379	22/2e2f2f	3692243	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836405)	COMPLETED	0	2023-09-17 23:06:08.482	46.6s	38s	104.6%	905.8 MB	3.9 GB	50.3 MB	10.9 MB
382	4f/96988e	3694649	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836423)	COMPLETED	0	2023-09-17 23:06:42.833	32.7s	25s	105.1%	754.4 MB	3.8 GB	43.1 MB	4.3 MB
377	d9/0d5051	3695719	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836416)	COMPLETED	0	2023-09-17 23:06:55.095	41.9s	36s	103.9%	892.2 MB	3.9 GB	51 MB	9.8 MB
380	1e/f8962f	3696961	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836433)	COMPLETED	0	2023-09-17 23:07:15.531	36.5s	31s	106.8%	819.6 MB	3.9 GB	47.6 MB	7.1 MB
384	75/38a29b	3698215	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836495)	COMPLETED	0	2023-09-17 23:07:37.021	47.3s	39s	104.3%	921.9 MB	3.9 GB	50.1 MB	10.7 MB
383	8a/fec99f	3699349	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836358)	COMPLETED	0	2023-09-17 23:07:52.047	37.5s	31s	104.6%	809 MB	3.8 GB	44.4 MB	7.2 MB
385	77/8196a0	3700731	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836340)	COMPLETED	0	2023-09-17 23:08:24.338	38.9s	33s	104.6%	837.2 MB	3.9 GB	49.3 MB	7.4 MB
388	ff/7a9955	3704912	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836372)	COMPLETED	0	2023-09-17 23:09:03.250	33.7s	27s	108.7%	778.2 MB	3.8 GB	44.2 MB	5.3 MB
386	aa/535edf	3701564	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836504)	COMPLETED	0	2023-09-17 23:08:29.577	1m 14s	1m 8s	102.0%	1.1 GB	4.1 GB	69.2 MB	25.1 MB
389	25/415766	3707222	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836336)	COMPLETED	0	2023-09-17 23:09:43.858	33.7s	26s	106.9%	780.9 MB	3.8 GB	44.8 MB	4.5 MB
387	11/4cdc41	3706374	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836409)	COMPLETED	0	2023-09-17 23:09:36.944	53.1s	46s	103.5%	1 GB	4 GB	58.9 MB	14.7 MB
390	9d/99a4c9	3710461	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836365)	COMPLETED	0	2023-09-17 23:10:17.530	34.8s	29s	106.4%	797.1 MB	3.8 GB	45.6 MB	6.2 MB
391	31/7a571b	3711568	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836454)	COMPLETED	0	2023-09-17 23:10:30.076	37.1s	31s	104.6%	816.1 MB	3.8 GB	47 MB	6.8 MB
396	65/b36309	3712854	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836377)	COMPLETED	0	2023-09-17 23:10:52.335	28.7s	22s	108.3%	709.3 MB	3.8 GB	39.9 MB	2.6 MB
395	3a/9b6a11	3713986	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836339)	COMPLETED	0	2023-09-17 23:11:07.217	39.5s	32s	103.4%	825.8 MB	3.9 GB	46.9 MB	8.2 MB
394	23/3eac5d	3715085	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836305)	COMPLETED	0	2023-09-17 23:11:21.084	30.6s	23s	107.7%	717.7 MB	3.8 GB	40.4 MB	3.1 MB
397	fa/ffa87d	3716475	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836335)	COMPLETED	0	2023-09-17 23:11:46.727	26.8s	18s	110.4%	656.6 MB	3.8 GB	36.9 MB	784.7 KB
398	81/6e48f8	3716988	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836434)	COMPLETED	0	2023-09-17 23:11:51.737	34.8s	28s	104.3%	799.9 MB	3.8 GB	45.9 MB	6 MB
400	c0/1fa3e4	3718714	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836621)	COMPLETED	0	2023-09-17 23:12:13.536	47.2s	39s	105.3%	913.5 MB	3.9 GB	50.2 MB	10.2 MB
401	38/dbc1e4	3720239	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836383)	COMPLETED	0	2023-09-17 23:12:26.521	35.4s	27s	103.8%	790.3 MB	3.8 GB	44.9 MB	5.4 MB
399	42/a32de6	3722901	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836368)	COMPLETED	0	2023-09-17 23:13:00.795	36.5s	28s	104.3%	786.7 MB	3.8 GB	45.3 MB	5.7 MB
404	e0/34bebf	3722946	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836458)	COMPLETED	0	2023-09-17 23:13:01.984	35.3s	27s	106.8%	795.6 MB	3.8 GB	46 MB	4.9 MB
403	ce/c65dc2	3726674	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836402)	COMPLETED	0	2023-09-17 23:13:37.268	32.7s	24s	106.8%	730.7 MB	3.8 GB	40.6 MB	3.6 MB
402	7b/15d1d1	3726677	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836306)	COMPLETED	0	2023-09-17 23:13:37.284	38s	28s	104.5%	785.3 MB	3.8 GB	44.4 MB	5.6 MB
405	92/942620	3729211	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (ERR4836426)	COMPLETED	0	2023-09-17 23:14:09.993	38.6s	30s	103.3%	818.1 MB	3.8 GB	47.3 MB	6.5 MB
406	cf/0f0c64	3730551	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR (1)	COMPLETED	0	2023-09-17 23:14:48.829	16m 5s	15m 56s	390.9%	1.7 GB	5.4 GB	138 MB	394.8 KB
407	41/73d923	3743206	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_DENOISING (1)	COMPLETED	0	2023-09-17 23:30:54.427	1h 42m 24s	1h 42m 15s	392.7%	2.2 GB	5.9 GB	3.6 GB	146.8 MB
408	83/a50da5	3783701	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_RMCHIMERA (1)	COMPLETED	0	2023-09-18 01:13:18.187	40.4s	34s	394.5%	631.4 MB	4 GB	36.1 MB	212.2 KB
409	75/6cf6f2	3784973	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_STATS (1)	COMPLETED	0	2023-09-18 01:13:58.749	33.9s	26s	106.5%	956.7 MB	4 GB	182.3 MB	9.8 KB
410	88/53f5dc	3786620	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_MERGE	COMPLETED	0	2023-09-18 01:14:32.732	22.9s	16s	111.9%	644.6 MB	3.7 GB	36 MB	5.3 MB
